code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,No_of_Clicks,Score,final_result
BBB,2013J,610059,F,Ireland,A Level or Equivalent,0-10%,0-35,1,60,N,7,65,Pass
BBB,2013J,610776,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,1,40,Fail
BBB,2013J,612517,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,1,72,Pass
BBB,2013J,613199,F,Ireland,A Level or Equivalent,0-10%,0-35,0,220,Y,1,72,Withdrawn
BBB,2013J,613418,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,2,74,Pass
BBB,2013J,1411627,F,West Midlands Region,Lower Than A Level,0-10%,35-55,1,150,Y,9,75,Pass
BBB,2013J,1963287,F,West Midlands Region,No Formal quals,0-10%,0-35,0,60,N,1,59,Fail
BBB,2013J,1993672,F,West Midlands Region,Lower Than A Level,0-10%,35-55,1,220,Y,4,52,Withdrawn
BBB,2013J,2029037,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,10,68,Pass
BBB,2013J,2034300,F,London Region,Lower Than A Level,0-10%,35-55,1,60,N,2,62,Pass
BBB,2013J,2072166,F,South Region,Lower Than A Level,0-10%,0-35,0,220,Y,2,62,Withdrawn
BBB,2013J,2078768,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,1,67,Pass
BBB,2013J,2111666,F,North Western Region,Lower Than A Level,0-10%,35-55,0,220,N,4,77,Withdrawn
BBB,2013J,2153026,F,Yorkshire Region,HE Qualification,0-10%,0-35,0,220,N,5,79,Withdrawn
BBB,2013J,2271743,F,Wales,A Level or Equivalent,0-10%,0-35,1,220,Y,1,79,Withdrawn
BBB,2013J,2585937,F,Scotland,A Level or Equivalent,0-10%,0-35,1,120,Y,1,67,Pass
BBB,2013J,2691100,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,1,61,Pass
BBB,2014B,27891,M,Scotland,Lower Than A Level,0-10%,0-35,4,120,Y,1,73,Fail
BBB,2014B,78255,F,North Region,Lower Than A Level,0-10%,0-35,2,120,N,3,76,Fail
BBB,2014B,262294,F,North Western Region,Lower Than A Level,0-10%,0-35,3,120,Y,1,30,Fail
BBB,2014B,478317,F,Scotland,Lower Than A Level,0-10%,0-35,2,90,N,1,67,Fail
BBB,2014B,545223,F,East Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,1,60,Fail
BBB,2014B,552025,M,North Western Region,A Level or Equivalent,0-10%,0-35,2,120,N,1,77,Fail
BBB,2014B,590812,F,Wales,Lower Than A Level,0-10%,35-55,1,120,N,1,58,Fail
BBB,2014B,597321,F,North Western Region,Lower Than A Level,0-10%,0-35,1,120,N,3,71,Fail
BBB,2014B,613199,F,Ireland,A Level or Equivalent,0-10%,0-35,1,120,Y,1,72,Pass
BBB,2014B,2418877,F,Ireland,Lower Than A Level,0-10%,0-35,2,120,Y,1,75,Fail
BBB,2014J,303617,F,Wales,Lower Than A Level,0-10%,35-55,1,60,N,1,75,Pass
BBB,2014J,485439,F,Wales,Lower Than A Level,0-10%,35-55,2,220,Y,3,64,Withdrawn
BBB,2014J,592815,F,West Midlands Region,No Formal quals,0-10%,0-35,1,220,N,2,85,Withdrawn
BBB,2014J,1993672,F,West Midlands Region,Lower Than A Level,0-10%,35-55,3,60,Y,4,52,Fail
DDD,2013B,540530,F,North Western Region,Lower Than A Level,0-10%,35-55,0,220,N,2,59,Withdrawn
FFF,2013B,547267,M,North Western Region,Lower Than A Level,0-10%,0-35,0,220,N,1,71,Withdrawn
AAA,2013J,28400,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,4,70,Pass
AAA,2013J,58873,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,8,73,Pass
AAA,2013J,100893,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,63,Pass
AAA,2013J,106577,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,1,57,Pass
AAA,2013J,135335,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,220,N,2,71,Withdrawn
AAA,2013J,155854,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,1,82,Pass
AAA,2013J,242793,M,London Region,HE Qualification,20-30%,35-55,0,60,N,1,66,Pass
AAA,2013J,248270,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,4,77,Pass
AAA,2013J,255548,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,1,84,Pass
AAA,2013J,262011,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,2,60,Pass
AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,4,78,Pass
AAA,2013J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,0,220,N,23,86,Withdrawn
AAA,2013J,405088,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,1,85,Pass
AAA,2013J,489455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,2,74,Pass
AAA,2013J,1352868,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,220,N,7,66,Withdrawn
AAA,2013J,2146792,M,North Western Region,HE Qualification,20-30%,55<=,0,60,N,1,68,Pass
AAA,2013J,2208424,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,9,73,Pass
AAA,2013J,2268379,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,4,80,Pass
AAA,2013J,2312620,F,East Midlands Region,HE Qualification,20-30%,35-55,0,220,N,1,11,Withdrawn
AAA,2013J,2411778,M,Scotland,HE Qualification,20-30%,0-35,0,220,N,1,77,Withdrawn
AAA,2013J,2523736,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,2,58,Pass
AAA,2013J,2600688,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,64,Pass
AAA,2013J,2671132,M,London Region,HE Qualification,20-30%,55<=,0,60,N,29,59,Pass
AAA,2014J,107489,F,London Region,HE Qualification,20-30%,0-35,0,60,N,3,89,Pass
AAA,2014J,135335,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,220,N,2,71,Withdrawn
AAA,2014J,149741,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,1,70,Pass
AAA,2014J,275674,F,London Region,A Level or Equivalent,20-30%,0-35,0,220,N,17,50,Withdrawn
AAA,2014J,281636,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,4,87,Pass
AAA,2014J,303521,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,1,83,Pass
AAA,2014J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,23,86,Pass
AAA,2014J,346118,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,25,74,Pass
AAA,2014J,381642,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,220,N,5,74,Withdrawn
AAA,2014J,384203,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,1,76,Pass
AAA,2014J,442132,M,South West Region,HE Qualification,20-30%,0-35,0,60,N,2,56,Pass
AAA,2014J,470982,F,East Anglian Region,HE Qualification,20-30%,35-55,1,120,N,9,60,Pass
AAA,2014J,481022,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,1,40,Fail
AAA,2014J,588477,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,17,88,Pass
AAA,2014J,687698,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,120,N,2,45,Pass
AAA,2014J,2240349,M,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,11,75,Pass
AAA,2014J,2397661,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,1,45,Pass
AAA,2014J,2578676,M,North Region,Lower Than A Level,20-30%,35-55,0,120,N,1,61,Pass
AAA,2014J,2642616,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,90,N,1,61,Pass
BBB,2013B,23629,F,East Anglian Region,Lower Than A Level,20-30%,0-35,2,60,N,2,67,Fail
BBB,2013B,25107,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,1,59,Pass
BBB,2013B,82535,F,Wales,Lower Than A Level,20-30%,0-35,0,180,N,1,73,Pass
BBB,2013B,92832,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,62,Pass
BBB,2013B,97154,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,2,85,Pass
BBB,2013B,102849,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,220,N,1,71,Withdrawn
BBB,2013B,145544,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,2,77,Pass
BBB,2013B,170356,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,220,N,2,65,Withdrawn
BBB,2013B,267853,F,Ireland,Lower Than A Level,20-30%,35-55,0,120,N,1,71,Fail
BBB,2013B,269076,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,220,N,2,64,Withdrawn
BBB,2013B,270567,F,North Region,A Level or Equivalent,20-30%,0-35,1,60,N,4,85,Pass
BBB,2013B,311042,F,East Anglian Region,Lower Than A Level,20-30%,0-35,3,220,N,1,65,Withdrawn
BBB,2013B,312141,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,1,60,N,1,68,Fail
BBB,2013B,3229240,F,Wales,Lower Than A Level,20-30%,0-35,0,220,N,1,87,Withdrawn
BBB,2013B,329226,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,1,75,Pass
BBB,2013B,331844,F,South West Region,A Level or Equivalent,20-30%,35-55,0,120,N,1,80,Pass
BBB,2013B,334794,F,South West Region,Lower Than A Level,20-30%,0-35,0,220,N,1,53,Withdrawn
BBB,2013B,336165,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,120,N,1,35,Fail
BBB,2013B,339526,F,North Western Region,Lower Than A Level,20-30%,0-35,0,220,N,2,71,Withdrawn
BBB,2013B,340378,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,220,N,3,71,Withdrawn
BBB,2013B,352161,F,Ireland,Lower Than A Level,20-30%,0-35,1,220,N,1,75,Withdrawn
BBB,2013B,377759,F,London Region,A Level or Equivalent,20-30%,35-55,1,120,Y,1,85,Pass
BBB,2013B,386348,M,East Midlands Region,Lower Than A Level,20-30%,35-55,1,120,Y,1,78,Pass
BBB,2013B,392428,F,South West Region,HE Qualification,20-30%,35-55,1,120,N,1,66,Pass
BBB,2013B,397118,F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,1,75,Pass
BBB,2013B,405746,F,Ireland,Lower Than A Level,20-30%,0-35,0,220,N,2,71,Withdrawn
BBB,2013B,406416,F,South West Region,HE Qualification,20-30%,0-35,0,220,N,2,95,Withdrawn
BBB,2013B,412654,M,Scotland,A Level or Equivalent,20-30%,0-35,1,60,N,2,80,Pass
BBB,2013B,423317,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,427536,F,London Region,HE Qualification,20-30%,35-55,0,120,N,1,65,Pass
BBB,2013B,438703,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,1,75,Pass
BBB,2013B,441181,F,East Anglian Region,HE Qualification,20-30%,0-35,0,120,N,1,48,Pass
BBB,2013B,442456,M,London Region,HE Qualification,20-30%,35-55,1,60,N,1,40,Fail
BBB,2013B,443108,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,220,N,1,73,Withdrawn
BBB,2013B,444408,F,East Anglian Region,No Formal quals,20-30%,0-35,1,60,Y,1,84,Fail
BBB,2013B,444926,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,180,Y,8,56,Pass
BBB,2013B,447007,F,Scotland,Lower Than A Level,20-30%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,467035,F,South West Region,HE Qualification,20-30%,0-35,1,135,N,2,80,Pass
BBB,2013B,468792,F,Wales,HE Qualification,20-30%,0-35,0,220,N,2,87,Withdrawn
BBB,2013B,472182,F,South East Region,A Level or Equivalent,20-30%,0-35,0,220,Y,2,69,Withdrawn
BBB,2013B,475095,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,11,95,Pass
BBB,2013B,476457,F,North Region,Lower Than A Level,20-30%,0-35,1,220,N,1,68,Withdrawn
BBB,2013B,477011,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,68,Pass
BBB,2013B,480151,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,483243,F,North Western Region,Lower Than A Level,20-30%,35-55,0,135,Y,1,72,Pass
BBB,2013B,494095,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,6,68,Pass
BBB,2013B,494927,F,Scotland,HE Qualification,20-30%,0-35,1,220,N,3,84,Withdrawn
BBB,2013B,497793,F,North Region,Lower Than A Level,20-30%,0-35,0,150,N,1,69,Pass
BBB,2013B,504028,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,1,180,N,3,79,Pass
BBB,2013B,505959,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,2,61,Pass
BBB,2013B,511474,F,North Western Region,Lower Than A Level,20-30%,0-35,2,120,N,1,55,Fail
BBB,2013B,512883,F,Wales,Lower Than A Level,20-30%,0-35,1,220,N,1,54,Withdrawn
BBB,2013B,515311,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,1,120,Y,2,74,Pass
BBB,2013B,519602,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,2,80,Pass
BBB,2013B,520749,M,East Anglian Region,Lower Than A Level,20-30%,0-35,1,220,Y,2,71,Withdrawn
BBB,2013B,522373,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,2,73,Pass
BBB,2013B,525501,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,Y,1,80,Pass
BBB,2013B,528918,F,East Midlands Region,Lower Than A Level,20-30%,35-55,1,220,N,1,62,Withdrawn
BBB,2013B,532512,F,South Region,A Level or Equivalent,20-30%,0-35,0,220,N,1,72,Withdrawn
BBB,2013B,532665,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,57,Pass
BBB,2013B,532668,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,1,71,Fail
BBB,2013B,532928,F,London Region,A Level or Equivalent,20-30%,35-55,0,220,N,2,71,Withdrawn
BBB,2013B,533324,F,South West Region,Lower Than A Level,20-30%,0-35,0,120,Y,2,60,Pass
BBB,2013B,533996,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,220,N,1,70,Withdrawn
BBB,2013B,535140,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,150,N,8,70,Pass
BBB,2013B,535269,F,London Region,A Level or Equivalent,20-30%,0-35,0,220,N,1,74,Withdrawn
BBB,2013B,535328,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,9,78,Pass
BBB,2013B,535773,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,4,89,Pass
BBB,2013B,536189,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,1,83,Pass
BBB,2013B,536519,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,220,N,3,71,Withdrawn
BBB,2013B,537434,F,Ireland,A Level or Equivalent,20-30%,0-35,0,180,N,3,88,Pass
BBB,2013B,538232,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,220,N,2,77,Withdrawn
BBB,2013B,539345,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,2,62,Pass
BBB,2013B,539365,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,1,61,Pass
BBB,2013B,539385,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,68,Pass
BBB,2013B,539426,F,London Region,No Formal quals,20-30%,35-55,0,220,N,1,71,Withdrawn
BBB,2013B,539737,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,1,76,Pass
BBB,2013B,541727,F,South East Region,A Level or Equivalent,20-30%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,543351,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,4,50,Pass
BBB,2013B,543408,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,220,N,1,80,Withdrawn
BBB,2013B,543926,F,London Region,Lower Than A Level,20-30%,0-35,0,220,N,1,240,Withdrawn
BBB,2013B,545702,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,1,61,Pass
BBB,2013B,545896,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,546136,F,London Region,No Formal quals,20-30%,0-35,0,220,N,1,52,Withdrawn
BBB,2013B,546157,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,1,45,Pass
BBB,2013B,546333,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,220,Y,1,71,Withdrawn
BBB,2013B,546947,F,London Region,HE Qualification,20-30%,0-35,0,220,N,1,74,Withdrawn
BBB,2013B,547372,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,1,44,Fail
BBB,2013B,547390,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,2,56,Pass
BBB,2013B,548355,F,South East Region,A Level or Equivalent,20-30%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,548585,F,London Region,Lower Than A Level,20-30%,0-35,0,220,N,1,61,Withdrawn
BBB,2013B,548800,F,South Region,A Level or Equivalent,20-30%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,548843,M,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,12,84,Pass
BBB,2013B,548935,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,1,75,Pass
BBB,2013B,550342,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,2,67,Pass
BBB,2013B,550403,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,1,71,Pass
BBB,2013B,551080,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,2,69,Pass
BBB,2013B,551274,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,55,Pass
BBB,2013B,551895,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,1,78,Pass
BBB,2013B,552719,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,553572,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,1,62,Pass
BBB,2013B,555747,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Y,4,78,Pass
BBB,2013B,556568,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,220,N,1,56,Withdrawn
BBB,2013B,556692,F,South Region,Lower Than A Level,20-30%,0-35,0,220,N,1,78,Withdrawn
BBB,2013B,556878,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,4,73,Pass
BBB,2013B,557006,F,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,4,65,Pass
BBB,2013B,557060,F,South West Region,HE Qualification,20-30%,35-55,0,60,N,1,73,Pass
BBB,2013B,557758,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,1,82,Pass
BBB,2013B,557938,F,London Region,No Formal quals,20-30%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,557979,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,79,Pass
BBB,2013B,558024,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,65,Pass
BBB,2013B,558040,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,2,82,Pass
BBB,2013B,558168,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,2,67,Pass
BBB,2013B,558689,F,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,4,88,Pass
BBB,2013B,5240005,F,London Region,A Level or Equivalent,20-30%,0-35,0,220,N,9,55,Withdrawn
BBB,2013B,561448,F,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,1,80,Pass
BBB,2013B,561455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,1,70,Pass
BBB,2013B,563877,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,2,72,Pass
BBB,2013B,1797614,M,South Region,HE Qualification,50-60%,35-55,0,60,N,1,89,Distinction
BBB,2013B,2340190,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,87,Distinction
BBB,2013B,2439201,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,13,63,Pass
BBB,2013B,2635505,F,South Region,Lower Than A Level,20-30%,35-55,1,120,N,1,70,Pass
BBB,2013B,2649947,F,London Region,A Level or Equivalent,20-30%,0-35,1,120,N,1,73,Pass
BBB,2013J,48040,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,120,N,3,60,Pass
BBB,2013J,55026,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,Y,4,59,Pass
BBB,2013J,98720,F,London Region,Lower Than A Level,20-30%,35-55,0,60,Y,1,85,Pass
BBB,2013J,100282,F,Wales,Lower Than A Level,20-30%,0-35,1,220,N,3,78,Withdrawn
BBB,2013J,105851,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,1,84,Pass
BBB,2013J,132626,F,South Region,A Level or Equivalent,20-30%,0-35,0,220,N,4,74,Withdrawn
BBB,2013J,141949,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,5,78,Pass
BBB,2013J,231959,F,North Region,Lower Than A Level,20-30%,35-55,1,220,N,4,61,Withdrawn
BBB,2013J,253577,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,2,76,Pass
BBB,2013J,272617,F,East Midlands Region,Lower Than A Level,20-30%,0-35,2,220,Y,1,58,Withdrawn
BBB,2013J,278794,F,South West Region,A Level or Equivalent,20-30%,0-35,1,60,Y,2,81,Pass
BBB,2013J,289753,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,210,Y,1,55,Withdrawn
BBB,2013J,301987,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,2,95,Pass
BBB,2013J,306964,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Y,3,48,Pass
BBB,2013J,320051,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,1,80,Pass
BBB,2013J,333117,F,Ireland,A Level or Equivalent,20-30%,0-35,0,220,N,2,81,Withdrawn
BBB,2013J,352161,F,Ireland,Lower Than A Level,20-30%,0-35,2,220,N,1,75,Withdrawn
BBB,2013J,368077,F,Wales,Lower Than A Level,20-30%,0-35,1,60,N,3,78,Pass
BBB,2013J,370307,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,220,Y,1,63,Withdrawn
BBB,2013J,370859,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,180,N,6,85,Pass
BBB,2013J,371888,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,220,N,2,65,Withdrawn
BBB,2013J,427683,F,Scotland,Lower Than A Level,20-30%,0-35,0,220,N,4,75,Withdrawn
BBB,2013J,428653,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,1,67,Pass
BBB,2013J,430392,F,South East Region,Lower Than A Level,20-30%,35-55,1,60,N,2,65,Pass
BBB,2013J,443923,F,North Western Region,Lower Than A Level,20-30%,0-35,0,220,N,1,56,Withdrawn
BBB,2013J,468187,M,East Anglian Region,No Formal quals,20-30%,0-35,1,120,N,1,71,Fail
BBB,2013J,479170,F,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,1,80,Pass
BBB,2013J,479305,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,16,75,Pass
BBB,2013J,485762,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,3,74,Pass
BBB,2013J,492478,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,220,N,11,75,Withdrawn
BBB,2013J,498635,M,South West Region,A Level or Equivalent,20-30%,35-55,1,60,N,2,85,Pass
BBB,2013J,499624,F,London Region,A Level or Equivalent,20-30%,0-35,2,220,N,4,68,Withdrawn
BBB,2013J,501637,F,South West Region,A Level or Equivalent,20-30%,0-35,1,120,Y,3,75,Pass
BBB,2013J,507676,F,Yorkshire Region,No Formal quals,20-30%,0-35,2,120,N,1,70,Fail
BBB,2013J,511678,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,43,56,Pass
BBB,2013J,512883,F,Wales,Lower Than A Level,20-30%,0-35,2,220,N,1,54,Withdrawn
BBB,2013J,514074,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,220,N,2,44,Withdrawn
BBB,2013J,514445,F,Wales,A Level or Equivalent,20-30%,0-35,0,120,N,1,75,Pass
BBB,2013J,519584,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,1,89,Pass
BBB,2013J,523655,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,1,63,Pass
BBB,2013J,523857,F,West Midlands Region,HE Qualification,20-30%,0-35,0,120,Y,1,72,Pass
BBB,2013J,535833,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,1,59,Pass
BBB,2013J,536487,F,Scotland,Lower Than A Level,20-30%,0-35,1,220,N,4,71,Withdrawn
BBB,2013J,539426,F,London Region,No Formal quals,20-30%,35-55,1,60,N,1,71,Fail
BBB,2013J,546196,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,Y,2,89,Pass
BBB,2013J,551136,F,North Western Region,Lower Than A Level,20-30%,0-35,0,220,N,1,71,Withdrawn
BBB,2013J,552116,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,1,74,Pass
BBB,2013J,552622,F,West Midlands Region,Lower Than A Level,20-30%,35-55,1,60,N,1,69,Pass
BBB,2013J,554297,F,Ireland,Lower Than A Level,20-30%,0-35,0,120,N,1,41,Fail
BBB,2013J,556062,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,45,Fail
BBB,2013J,556427,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,220,N,1,85,Withdrawn
BBB,2013J,556972,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,1,64,Pass
BBB,2013J,560567,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,10,72,Pass
BBB,2013J,565715,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,2,86,Pass
BBB,2013J,565888,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,71,Pass
BBB,2013J,566339,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,1,53,Pass
BBB,2013J,566407,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,79,Pass
